,身高,体重,性别,年龄,学历,受教育时间(年),每周工作时长,职业
24329,160.27,82.07,男,61,硕士,15,40,教育
24330,160.01,66.33,男,45,硕士,13,45,教育
24331,157.67,45.88,男,29,高中,5,40,服务
24332,148.09,52.04,男,41,本科,10,21,服务
24333,156.02,53.57,男,38,本科,10,60,教育
24334,154.11,52.8,女,32,本科,10,40,教育
24335,157.65,69.58,男,37,高中,9,40,教育
24336,158.05,54.86,男,55,高中,6,40,服务
24337,157.07,54.58,男,62,高中,9,40,服务
24338,153.25,68.66,男,48,高中,9,40,服务
24339,163.91,74.59,男,43,本科,10,50,教育
24340,147.77,41.31,男,25,高中,9,24,销售
24341,145.37,66.04,女,47,高中,9,40,销售
24342,157.73,65.25,男,49,硕士,13,70,销售
24343,153.24,56.77,男,55,高中,9,40,销售
24344,163.45,63.44,女,42,高中,9,40,教育
24345,166.96,79.84,男,40,高中,9,40,教育
24346,155.94,47.49,男,34,博士,11,40,教育
24347,164.14,56.77,女,38,高中,9,10,销售
24348,153.23,56.85,男,39,高中,9,40,销售
24349,170.39,79.34,女,45,博士,12,55,销售
24350,154.21,74.84,男,43,博士,12,40,销售
24351,161.49,50.54,女,32,高中,9,40,教育
24352,149.9,67.9,女,18,本科,10,20,教育
24353,155.4,44.97,男,27,硕士,14,40,教育
24354,158.34,63.37,女,57,博士,12,40,服务
24355,161.12,72.01,女,38,高中,9,60,教育
24356,164.02,68.62,男,67,硕士,13,40,教育
24357,161.67,73.1,女,26,高中,7,20,教育
24358,163.52,64.77,男,21,高中,9,40,服务
24359,162.46,80.93,男,17,高中,6,15,服务
24360,164.84,64.91,男,31,高中,9,40,服务
24361,161.51,60.63,男,51,博士,12,30,销售
24362,151.52,43.69,男,29,硕士,13,40,教育
24363,160.57,76.5,男,28,硕士,13,40,教育
24364,163.46,59.54,男,32,博士,12,45,教育
24365,171.05,58.19,男,31,本科,10,45,教育
24366,156.81,57.4,男,26,本科,10,40,服务
24367,154.58,43.32,女,28,硕士,13,40,教育
24368,152.94,54.53,女,40,硕士,14,40,教育
24369,146.87,55.29,男,51,初中及以下,4,19,服务
24370,164.83,61.34,男,62,本科,10,20,服务
24371,156.02,63.74,男,54,高中,6,60,服务
24372,167.41,57.97,女,55,高中,9,16,服务
24373,163.37,72.5,男,24,高中,9,20,服务
24374,152.19,65.3,男,27,硕士,14,45,教育
24375,162.22,57.52,男,18,高中,9,30,服务
24376,155.97,54.98,女,22,硕士,13,40,教育
24377,166.31,70.95,女,21,高中,9,40,销售
24378,152.37,61.21,男,44,本科,10,80,销售
24379,157.52,47.56,男,50,硕士,14,60,销售
24380,162.11,59.92,男,38,硕士,13,40,教育
24381,166.42,76.16,男,39,硕士,13,50,教育
24382,163.2,71.53,男,27,高中,9,40,教育
24383,159.72,46.32,男,35,高中,7,40,教育
24384,155.57,46.53,男,51,本科,10,60,教育
24385,154.96,46.47,男,60,本科,10,40,教育
24386,155.21,66.04,男,62,本科,10,40,教育
24387,165.37,50.94,男,38,高中,9,40,服务
24388,159.05,46.71,男,37,本科,10,35,服务
24389,167.44,77.25,女,43,本科,10,40,教育
24390,165.28,59.09,女,49,本科,10,50,教育
24391,163.41,72.66,女,17,高中,6,25,教育
24392,163.57,50.5,男,32,高中,9,60,教育
24393,157.66,78.01,女,23,硕士,13,38,教育
24394,154.99,59.99,男,28,硕士,13,40,教育
24395,152.18,47.72,男,83,硕士,13,55,教育
24396,156.1,61.97,女,25,硕士,13,40,教育
24397,147.63,56.63,男,42,硕士,13,60,教育
24398,159.58,54.29,男,46,高中,7,40,教育
24399,177.1,83.75,女,29,硕士,13,50,教育
24400,154.68,69.53,男,44,硕士,14,45,教育
24401,150.16,70.66,男,60,硕士,15,45,销售
24402,157.03,61.84,女,30,博士,11,40,销售
24403,166.3,57.36,女,24,本科,10,17,销售
24404,161.58,82.67,女,17,高中,6,10,销售
24405,164.8,50.43,女,76,高中,7,16,销售
24406,150.95,65.49,女,31,博士,12,40,服务
24407,151.58,69.32,男,52,本科,10,40,服务
24408,156.61,53.14,女,39,硕士,13,35,教育
24409,156.24,47.27,男,73,硕士,13,50,销售
24410,160.97,81.68,女,38,高中,9,24,销售
24411,164.45,77.73,女,48,高中,9,20,销售
24412,160.88,72.87,女,60,高中,6,40,销售
24413,167.04,72.53,男,26,高中,9,40,服务
24414,143.19,56.0,男,20,高中,9,40,服务
24415,159.83,68.37,女,54,博士,16,40,教育
24416,150.58,49.92,男,50,高中,9,40,教育
24417,154.51,44.55,女,20,本科,10,40,教育
24418,149.75,66.48,男,23,本科,10,22,教育
24419,148.32,66.95,男,35,博士,11,40,教育
24420,155.82,73.28,男,43,高中,6,40,服务
24421,161.62,57.76,男,50,高中,9,32,教育
24422,145.38,51.25,男,58,初中及以下,2,50,教育
24423,152.51,62.89,男,55,博士,12,40,教育
24424,161.13,47.05,男,29,硕士,13,45,教育
24425,150.05,46.4,女,47,本科,10,40,服务
24426,145.28,53.95,女,39,高中,9,40,教育
24427,151.28,49.31,女,63,高中,9,35,教育
24428,156.1,73.3,男,27,高中,9,60,服务
24429,164.67,71.51,女,62,高中,7,40,服务
24430,157.18,57.95,女,38,本科,10,40,教育
24431,162.94,67.88,男,25,高中,9,65,服务
24432,167.05,69.37,男,31,高中,9,52,服务
24433,157.44,61.33,女,40,本科,10,40,教育
24434,161.72,65.48,男,42,博士,16,50,教育
24435,148.53,59.36,男,52,高中,9,40,销售
24436,143.77,37.9,男,46,硕士,13,40,教育
24437,160.86,55.7,女,31,本科,10,50,教育
24438,160.62,63.15,女,33,高中,9,40,教育
24439,147.45,48.42,女,58,高中,9,40,教育
24440,156.36,76.07,男,52,高中,9,36,服务
24441,169.52,86.77,男,25,硕士,13,35,教育
24442,156.17,57.42,男,54,硕士,13,40,销售
24443,151.78,66.95,男,46,硕士,14,60,教育
24444,156.49,62.3,男,28,高中,9,40,教育
24445,148.3,61.38,男,24,初中及以下,4,40,教育
24446,160.5,70.59,女,39,硕士,13,40,教育
24447,155.02,44.36,男,60,本科,10,40,服务
24448,161.55,74.48,女,22,高中,9,40,服务
24449,158.68,56.12,女,27,硕士,13,40,教育
24450,148.76,70.32,男,35,硕士,13,45,销售
24451,150.08,71.89,男,47,硕士,13,50,教育
24452,153.33,57.01,女,33,硕士,13,50,教育
24453,153.45,62.82,男,40,硕士,13,45,教育
24454,169.77,62.03,男,38,硕士,13,40,教育
24455,159.28,68.88,女,26,博士,12,40,教育
24456,175.04,57.04,男,54,硕士,13,50,销售
24457,162.1,76.02,男,39,硕士,13,40,服务
24458,168.34,73.53,男,60,初中及以下,4,40,服务
24459,166.68,58.88,女,32,硕士,14,40,教育
24460,148.82,45.2,女,19,本科,10,15,教育
24461,146.28,47.0,男,49,高中,9,60,教育
24462,159.88,54.18,女,31,高中,7,48,教育
24463,155.87,68.31,女,29,高中,9,25,销售
24464,151.53,57.31,女,39,高中,9,40,销售
24465,159.41,76.34,男,42,硕士,14,50,销售
24466,153.18,45.14,女,26,高中,9,35,销售
24467,165.3,51.56,男,27,博士,11,40,教育
24468,162.57,61.55,女,52,高中,5,40,教育
24469,156.32,66.19,女,50,本科,10,40,教育
24470,140.51,62.64,男,51,高中,9,45,服务
24471,159.44,77.95,男,51,高中,9,40,教育
24472,163.68,55.62,男,40,高中,9,40,销售
24473,152.76,55.65,男,61,初中及以下,4,40,销售
24474,159.18,70.76,男,35,高中,9,40,销售
24475,150.81,64.43,女,41,高中,9,28,销售
24476,174.46,68.46,男,31,硕士,14,40,教育
24477,162.56,60.52,男,43,高中,9,40,教育
24478,149.17,45.99,男,20,高中,9,40,服务
24479,159.87,73.71,男,35,本科,10,40,服务
24480,148.05,60.71,男,30,本科,10,45,销售
24481,163.44,66.44,男,42,硕士,15,40,教育
24482,153.94,73.98,男,51,高中,9,40,服务
24483,152.27,62.41,男,39,硕士,14,99,教育
24484,163.88,50.09,男,69,高中,5,25,教育
24485,166.59,70.67,男,63,高中,5,40,教育
24486,168.37,61.08,女,29,本科,10,40,教育
24487,173.4,78.73,男,21,本科,10,20,销售
24488,145.97,62.43,男,24,硕士,13,55,服务
24489,145.65,61.67,男,55,高中,9,40,服务
24490,148.17,43.06,男,42,高中,9,45,服务
24491,158.73,60.06,女,48,高中,7,40,服务
24492,161.01,81.31,女,31,硕士,13,42,服务
24493,152.42,60.49,男,52,博士,11,40,教育
24494,161.26,57.43,女,30,本科,10,40,教育
24495,158.08,47.62,男,29,高中,9,40,教育
24496,153.65,53.19,男,32,本科,10,40,服务
24497,152.22,62.91,男,47,本科,10,40,教育
24498,152.24,42.44,男,56,高中,5,40,教育
24499,149.53,53.55,男,40,本科,10,40,服务
24500,146.09,47.66,女,20,本科,10,10,教育
24501,151.09,48.47,男,36,本科,10,40,教育
24502,145.6,57.22,男,45,硕士,13,40,教育
24503,143.44,62.92,男,38,高中,5,40,教育
24504,164.62,63.91,男,60,硕士,15,40,教育
24505,167.16,67.91,男,70,硕士,14,40,教育
24506,159.02,73.18,女,21,本科,10,30,教育
24507,154.41,56.37,女,57,高中,9,40,教育
24508,156.57,78.34,男,33,高中,9,48,服务
24509,160.1,47.37,男,37,高中,9,50,服务
24510,160.39,73.6,男,50,硕士,15,50,教育
24511,149.97,71.71,男,68,本科,10,55,销售
24512,159.16,75.43,女,28,高中,7,40,教育
24513,162.08,72.26,男,32,本科,10,40,教育
24514,154.72,72.02,男,30,硕士,15,50,教育
24515,162.84,82.94,男,18,高中,7,30,服务
24516,167.65,88.13,女,45,本科,10,20,教育
24517,156.87,52.33,女,22,高中,9,40,教育
24518,161.81,52.57,女,38,硕士,13,8,服务
24519,167.39,56.3,女,37,博士,11,40,教育
24520,151.55,44.78,男,23,硕士,13,40,教育
24521,152.1,66.87,男,59,初中及以下,4,40,教育
24522,162.79,68.33,男,48,硕士,15,40,教育
24523,164.22,83.25,男,53,本科,10,50,教育
24524,151.33,55.21,男,18,高中,9,25,教育
24525,178.75,98.95,女,30,硕士,13,40,销售
24526,164.35,82.95,男,50,本科,10,45,销售
24527,161.41,60.57,男,63,高中,7,40,销售
24528,159.53,63.24,男,38,高中,9,40,销售
24529,167.78,53.56,女,48,高中,5,40,销售
24530,151.05,67.13,男,60,高中,9,40,销售
24531,172.24,54.9,女,46,高中,9,50,服务
24532,174.01,76.99,男,30,高中,9,30,服务
24533,156.96,71.09,男,39,硕士,13,60,销售
24534,163.78,57.56,男,55,本科,10,40,教育
24535,165.62,79.49,男,17,高中,7,15,销售
24536,153.0,46.88,男,46,硕士,13,55,销售
24537,161.11,60.34,女,50,高中,9,65,销售
24538,154.67,63.89,男,32,硕士,13,30,销售
24539,149.0,48.47,女,18,高中,9,40,销售
24540,160.27,64.96,男,34,高中,9,40,销售
24541,162.83,79.18,男,50,硕士,13,45,教育
24542,161.87,67.31,男,32,高中,7,55,教育
24543,159.39,70.31,女,23,硕士,13,40,教育
24544,157.26,47.42,男,26,硕士,13,50,教育
24545,154.77,47.37,女,46,博士,12,50,教育
24546,159.37,48.82,男,43,本科,10,55,销售
24547,155.86,62.22,男,32,高中,9,60,服务
24548,159.52,52.35,女,37,博士,12,38,教育
24549,158.48,49.49,男,48,本科,10,45,服务
24550,154.33,63.0,男,28,硕士,13,40,教育
24551,164.81,76.32,男,43,高中,9,40,服务
24552,150.91,44.66,女,51,高中,6,24,服务
24553,166.61,86.93,男,30,高中,9,50,服务
24554,153.7,73.91,男,34,硕士,14,50,教育
24555,157.85,51.9,男,34,高中,9,40,教育
24556,175.37,75.67,男,41,硕士,13,60,教育
24557,156.46,46.82,女,53,高中,6,48,教育
24558,166.4,69.69,男,42,初中及以下,1,40,教育
24559,155.86,60.19,女,18,高中,9,30,教育
24560,161.34,80.62,男,81,硕士,13,50,销售
24561,164.02,76.05,男,40,博士,11,40,教育
24562,155.51,58.36,女,26,硕士,13,35,服务
24563,159.27,62.35,女,20,本科,10,15,服务
24564,154.65,45.22,女,41,高中,9,50,销售
24565,165.62,70.56,男,49,硕士,14,45,教育
24566,146.83,57.33,女,22,本科,10,20,教育
24567,166.62,68.82,男,46,硕士,13,45,教育
24568,153.34,63.98,女,56,本科,10,40,教育
24569,156.52,53.16,女,35,高中,9,40,教育
24570,160.18,63.37,女,34,硕士,13,35,教育
24571,164.04,66.76,女,29,硕士,14,40,教育
24572,160.11,55.16,男,28,高中,8,45,教育
24573,156.43,46.85,男,35,硕士,13,37,教育
24574,154.24,50.1,男,29,本科,10,40,教育
24575,166.72,79.78,女,21,本科,10,30,教育
24576,156.91,62.21,男,52,本科,10,95,教育
24577,147.29,44.0,男,45,高中,9,40,教育
24578,154.71,68.37,男,43,高中,9,40,教育
24579,162.26,48.34,女,35,高中,9,25,教育
24580,166.18,63.88,男,21,本科,10,20,教育
24581,174.64,85.11,男,35,高中,6,40,教育
24582,168.14,69.52,男,30,高中,9,40,教育
24583,166.58,81.92,女,45,高中,9,40,服务
24584,157.04,53.74,女,29,本科,10,20,服务
24585,164.66,74.58,女,29,高中,6,40,服务
24586,148.88,65.13,女,33,硕士,13,40,教育
24587,162.76,69.57,男,17,高中,6,15,教育
24588,160.33,60.59,女,52,高中,9,25,销售
24589,166.54,63.17,女,24,本科,10,35,教育
24590,154.74,62.03,男,32,高中,9,40,服务
24591,161.37,79.68,女,40,硕士,13,48,教育
24592,165.88,82.11,男,32,高中,9,40,教育
24593,165.85,51.03,女,33,硕士,13,40,销售
24594,157.18,72.43,男,30,初中及以下,4,38,销售
24595,158.46,64.69,男,28,高中,9,40,教育
24596,163.67,70.89,男,62,博士,12,50,教育
24597,170.26,52.72,男,46,硕士,13,40,教育
24598,162.17,51.4,女,32,博士,11,64,服务
24599,148.27,47.39,男,26,高中,9,40,服务
24600,169.82,89.12,男,41,硕士,13,40,教育
24601,162.55,80.21,男,57,本科,10,40,教育
24602,164.27,54.65,男,52,本科,10,45,销售
24603,152.69,73.03,男,35,硕士,13,50,教育
24604,171.14,77.65,男,19,高中,9,16,服务
24605,154.69,72.58,男,49,硕士,13,45,教育
24606,152.5,43.65,男,47,博士,11,60,教育
24607,165.31,59.5,女,38,高中,7,32,教育
24608,156.63,57.93,男,30,高中,9,40,服务
24609,158.09,61.67,男,32,高中,7,40,服务
24610,153.65,62.61,女,32,高中,9,50,教育
24611,166.32,85.7,女,46,博士,11,40,教育
24612,166.63,61.65,男,22,高中,9,50,教育
24613,181.67,82.53,男,47,本科,10,50,教育
24614,154.19,45.59,女,57,本科,10,25,销售
24615,143.62,64.61,女,47,本科,10,40,教育
24616,147.31,50.47,男,41,硕士,13,56,教育
24617,161.29,58.84,男,36,高中,9,40,服务
24618,160.97,52.42,男,32,硕士,13,60,服务
24619,168.95,76.69,男,37,高中,7,40,服务
24620,164.46,82.17,男,36,高中,9,45,服务
24621,165.6,73.26,男,64,高中,9,40,服务
24622,156.11,51.1,男,17,高中,6,15,服务
24623,166.33,54.18,女,23,本科,10,15,教育
24624,157.7,73.47,女,40,本科,10,40,教育
24625,152.73,55.39,男,42,硕士,13,50,教育
24626,153.22,57.21,男,37,高中,9,42,教育
24627,171.05,79.77,女,35,本科,10,40,服务
24628,163.12,53.73,男,56,高中,9,50,服务
24629,173.01,73.33,男,52,硕士,13,40,服务
24630,162.88,83.77,男,37,硕士,13,45,服务
24631,162.79,78.69,男,48,博士,16,65,教育
24632,156.09,48.79,女,24,高中,9,40,教育
24633,165.33,74.29,男,33,博士,11,40,教育
24634,164.92,56.78,男,39,博士,11,40,服务
24635,156.35,46.68,男,34,高中,9,42,教育
24636,167.95,61.92,女,24,硕士,13,40,教育
24637,167.29,88.09,男,23,本科,10,24,教育
24638,168.23,53.7,男,49,高中,9,65,销售
24639,167.64,82.33,男,18,高中,9,25,销售
24640,160.47,72.15,男,20,高中,8,40,服务
24641,158.55,67.39,男,54,硕士,14,55,销售
24642,164.67,65.71,男,19,本科,10,40,教育
24643,154.02,56.11,男,53,高中,9,46,教育
24644,170.89,92.5,女,34,高中,8,40,教育
24645,142.72,39.07,男,28,高中,9,40,教育
24646,155.24,60.5,男,35,高中,9,40,服务
24647,158.96,67.59,女,20,本科,10,20,销售
24648,148.92,41.15,女,31,本科,10,50,教育
24649,161.73,82.56,女,37,博士,16,40,教育
24650,162.72,48.76,男,64,高中,8,40,教育
24651,160.83,82.29,男,42,本科,10,40,服务
24652,162.88,68.59,男,27,本科,10,50,销售
24653,158.14,68.09,女,36,本科,10,50,销售
24654,143.89,49.39,男,36,本科,10,40,销售
24655,153.66,54.87,男,23,高中,9,40,服务
24656,156.78,51.73,男,46,高中,9,40,服务
24657,168.45,82.67,男,24,高中,7,35,服务
24658,164.45,54.83,女,22,高中,9,40,教育
24659,155.31,67.51,男,62,硕士,13,40,教育
24660,164.68,69.91,男,19,高中,9,40,教育
24661,159.03,60.34,男,20,高中,9,30,教育
24662,160.29,70.91,男,47,硕士,14,40,教育
24663,156.74,72.15,女,57,高中,9,40,教育
24664,158.43,71.57,男,19,高中,9,35,服务
24665,153.03,69.97,女,37,硕士,14,45,教育
24666,141.11,45.82,男,35,高中,9,65,销售
24667,165.82,73.55,女,17,高中,8,20,销售
24668,160.62,76.59,女,36,本科,10,35,教育
24669,161.43,68.96,男,50,本科,10,40,服务
24670,160.98,50.82,女,35,高中,9,35,教育
24671,163.65,78.97,男,27,博士,16,77,教育
24672,161.07,80.69,男,28,高中,9,30,教育
24673,158.66,60.49,男,29,硕士,15,60,教育
24674,160.17,69.58,男,25,高中,9,40,教育
24675,156.71,50.31,女,47,博士,12,67,教育
24676,161.43,67.36,女,29,硕士,14,45,教育
24677,154.19,63.53,女,19,高中,9,40,教育
24678,155.85,67.43,男,49,本科,10,40,服务
24679,152.13,44.41,男,31,硕士,15,25,教育
24680,151.96,58.92,女,43,博士,12,40,教育
24681,166.21,70.29,男,56,高中,7,40,教育
24682,160.31,56.06,女,42,高中,9,40,教育
24683,161.51,50.73,男,45,本科,10,56,教育
24684,160.55,74.13,女,40,硕士,13,40,教育
24685,151.23,69.73,女,44,本科,10,38,教育
24686,161.44,51.37,女,17,高中,6,20,教育
24687,157.07,52.38,女,36,高中,9,40,教育
24688,158.29,80.04,女,19,本科,10,20,销售
24689,156.38,77.36,女,53,高中,9,40,教育
24690,156.2,50.61,男,72,本科,10,35,教育
24691,150.65,60.9,男,46,博士,11,60,服务
24692,170.26,81.01,女,33,本科,10,37,教育
24693,149.57,52.71,男,22,高中,5,40,服务
24694,166.84,69.77,女,17,高中,7,25,服务
24695,159.69,67.19,男,41,高中,9,45,服务
24696,160.05,73.71,男,46,高中,5,43,服务
24697,160.79,47.65,女,33,高中,9,20,销售
24698,146.41,48.23,男,32,初中及以下,1,40,服务
24699,159.61,72.43,男,52,高中,9,40,服务
24700,150.32,45.65,女,27,高中,9,40,教育
24701,146.23,58.48,男,48,高中,9,72,教育
24702,164.57,73.83,女,22,本科,10,35,教育
24703,148.04,66.01,男,25,高中,9,50,教育
24704,153.56,52.16,男,60,高中,9,42,教育
24705,160.3,50.21,男,38,博士,11,40,销售
24706,166.97,64.19,男,37,高中,9,50,服务
24707,164.3,81.45,女,49,本科,10,40,教育
24708,162.67,79.11,男,40,硕士,13,30,教育
24709,158.76,62.51,男,48,高中,9,46,服务
24710,169.44,76.77,女,31,本科,10,40,教育
24711,152.85,61.74,男,40,高中,9,45,教育
24712,154.93,63.8,女,25,高中,9,37,销售
24713,167.15,66.31,男,68,硕士,13,45,教育
24714,170.66,90.44,女,18,高中,9,20,教育
24715,152.06,45.96,女,19,高中,8,30,教育
24716,149.15,59.01,男,35,高中,9,60,服务
24717,152.91,72.54,女,28,高中,9,50,教育
24718,154.35,51.97,女,53,高中,9,40,销售
24719,156.6,50.16,男,33,本科,10,41,服务
24720,156.31,52.97,男,20,高中,9,40,服务
24721,166.78,58.84,女,45,硕士,13,35,销售
24722,157.16,71.2,男,36,硕士,13,50,教育
24723,158.01,65.66,男,34,本科,10,45,教育
24724,164.93,56.45,女,32,本科,10,40,教育
24725,164.47,51.7,男,19,本科,10,25,服务
24726,166.55,62.81,女,24,高中,9,40,教育
24727,146.23,51.16,男,34,本科,10,40,服务
24728,162.13,52.66,女,32,高中,9,35,教育
24729,161.88,62.31,男,37,高中,9,45,教育
24730,147.11,47.18,女,31,本科,10,40,销售
24731,167.41,63.12,女,21,本科,10,35,销售
24732,158.82,65.57,男,47,高中,9,85,服务
24733,171.08,77.46,男,23,本科,10,40,服务
24734,163.97,52.91,男,33,硕士,14,40,教育
24735,154.71,52.35,男,60,硕士,13,25,教育
24736,157.85,72.69,男,17,高中,9,20,教育
24737,158.33,61.69,男,67,高中,9,24,服务
24738,155.57,59.3,男,57,硕士,14,55,教育
24739,166.54,50.61,男,17,高中,7,20,服务
24740,152.65,48.39,男,53,高中,9,40,服务
24741,154.06,75.06,男,25,本科,10,50,服务
24742,163.35,80.48,男,24,高中,9,49,服务
24743,153.13,65.47,男,48,本科,10,40,服务
24744,160.58,78.95,男,51,硕士,14,47,教育
24745,156.36,60.24,男,38,高中,9,40,教育
24746,161.14,66.14,男,51,高中,9,46,教育
24747,160.38,69.38,女,18,高中,9,10,服务
24748,156.83,64.48,女,23,本科,10,40,销售
24749,159.81,80.48,男,42,本科,10,60,销售
24750,154.63,44.39,女,34,高中,9,35,销售
24751,157.18,69.34,男,39,高中,9,40,服务
24752,154.98,51.07,男,20,高中,9,12,服务
24753,159.17,46.88,女,39,本科,10,40,服务
24754,164.84,67.49,男,21,本科,10,40,服务
24755,157.81,49.41,男,26,初中及以下,4,40,服务
24756,155.73,61.87,男,54,本科,10,40,服务
24757,163.9,74.98,女,34,本科,10,40,销售
24758,158.23,77.29,男,32,高中,9,40,服务
24759,154.48,59.97,男,59,初中及以下,4,40,服务
24760,160.72,57.64,女,24,高中,7,24,服务
24761,178.8,60.55,女,54,硕士,13,40,销售
24762,163.33,62.91,男,54,硕士,13,40,教育
24763,160.01,53.43,女,67,高中,9,18,销售
